user_id,item_id
39215700,383066240
24839442,113342279
103969132,312203631
8322595,46129538
98295322,136717345
66772845,62819435
4423839,297577500
13715846,163382813
113084604,50824645
16471696,200309581
82531656,147580805
103969132,84392102
77622415,366620513
22132823,362838502
39936758,101753768
47216621,102667839
84270583,295638895
14217475,87802311
49873473,243378067
93945234,78038983
94653084,13017276
116225160,324803794
116225160,195623224
130206172,353513103
24642742,127000036
24839442,88042222
103969132,305705855
17911143,85417349
4707609,378400404
44939837,344526239
27296776,280947326
39215700,194888532
120736960,172749173
32345386,11637457
54574235,256692739
135514874,321174090
33974464,106660535
40297927,207576125
103969132,100936871
20519542,65620725
40847458,139810347
53616158,79539381
120736960,331706270
27296776,178462689
40523696,271637478
31024861,286297354
21449998,48099258
20519542,60810390
27296776,73885026
54574235,271595022
137683586,261604780
39936758,377908789
103969132,290291426
39936758,136577745
98330735,197767230
100371582,345616167
40523696,63885312
60298546,97508632
57817053,125979665
71159805,109312985
54878837,140768907
51986250,202334778
138824382,87490760
40523696,207658335
22393062,253903992
96586223,213577666
20519542,203184121
39215700,395113923
5096381,27628281
133641782,233263181
19869572,124370395
113559597,269773268
76123992,192755974
113084604,38218347
110774856,239795801
32345386,234381771
40523696,337212993
77646698,155396115
141783144,172403667
39215700,112727173
78161252,285056870
100371582,33817334
50538209,176296027
50538209,380758613
103969132,313645832
74356194,10831936
90342802,5934203
74892642,142538960
103969132,220966524
101135329,863419
72395472,81853872
106218649,92313961
96263195,143681566
5683524,140421465
57817053,240599219
95492699,142221114
44939837,162962647
24839442,338564758
29608942,207449114
39936758,48319170
50538209,134058902
103969132,80573049
16471696,242041656
66899098,234632855
66899098,78529683
21449998,28733283
53026662,44523695
66835786,42437985
38150165,186117790
3762752,264047662
73244758,15793652
4707609,282469769
108426355,201559061
101135329,64979385
97346985,93636495
24839442,335381357
32345386,2700282
103969132,304812456
40523696,270471096
85932424,219007422
27296776,199817039
130496816,45685581
28189555,404218699
88538921,223240484
46823994,232982127
21782028,28892625
49311211,210234633
121320202,335074931
101861708,23531144
55427335,76764707
116106398,134125521
33974464,354747860
47636434,108258772
141783144,159464806
30607791,180334152
24729502,285635919
31466815,359983540
60298546,183543710
5096381,140917841
60298546,36507306
113084604,387486359
46550020,293168826
88538921,71663639
111509432,394815555
31024861,388207850
116106398,217374160
65185404,132410707
112533984,177052613
40523696,373481736
64060923,63275727
33918143,27371755
84270583,58727293
24839442,101769618
139878830,247624268
110422419,127348102
6846140,311911456
103969132,40547528
89897300,358089868
14217475,247661659
59348943,216635875
138824382,344244228
129449164,7847050
44939837,370675499
96306125,100398371
66772845,265071885
84193620,325605041
44939837,372967699
52833705,91699914
40297927,139245898
35087832,341428783
98295322,41553373
75583025,338769085
21968456,238219674
40297927,186547618
120736960,181090484
103969132,160983993
44939837,146895148
44939837,175151965
39215700,94250440
85235720,74684780
41347685,263995353
103348019,237807953
100371582,101975409
29608942,382417631
40297927,360747836
108949633,249906916
57817053,397522137
84270583,301155886
27296776,49485740
96306125,155112445
103969132,113074237
27512670,212488165
120736960,91500364
95103333,216602482
23441311,307576126
105143440,182354345
137683586,221851477
66258086,270305106
44939837,382903493
40297927,191621827
47636434,391955293
103969132,362347327
54878837,183672799
49873473,306946165
21968456,300420228
46129044,346815773
40297927,400846600
36106937,58727293
129077923,286087469
44939837,156106157
103969132,318071587
93398793,225398454
87780704,43662247
46823994,69679364
40297927,238217606
17092645,316156736
45454313,106270926
101135329,83554146
66772845,58802139
77374121,206229120
125826318,167074648
60371446,42544238
27296776,121126442
77646698,29206411
113559597,225355493
103969132,140522996
39936758,208863558
36248161,207794585
21449998,229075801
40297927,356027961
64519524,132105528
48570466,323582185
25800428,89413003
51816656,95631483
123478667,95172852
53616158,187847237
40297927,314944437
14217475,338096008
61973656,56913325
44610961,283587953
25800428,193860013
41866258,246143333
128825158,134119926
116225160,399234359
61973656,50016605
139878830,61654670
40847458,389327782
57817053,367752680
40297927,67392812
4363457,183538878
106490158,122541703
15980685,203001834
24839442,373888144
141783144,34623217
84270583,258997438
103969132,168325944
103969132,232635219
109122076,314115577
109369720,400592167
25800428,173452900
120736960,82278149
120736960,356686046
66772845,396225143
5224199,123381389
120736960,265213268
103020279,289364929
110422419,275058279
110422419,297695022
36106937,295559073
69799403,195866218
61840976,307939593
103969132,271537870
29608942,237908618
36106937,290418014
39936758,307135049
28610813,321995663
40297927,20124024
39936758,132009113
72540615,42578190
139878830,115932837
126503281,379715296
125093067,138395810
103969132,23098902
133641782,343159216
111366157,30196220
61840976,394135106
113559597,133205676
21134416,69478546
76123992,148893936
6396896,321648009
128552991,361807477
40297927,158870569
139878830,45442736
100371582,131540294
124322312,375702025
19381333,127150652
24839442,228391936
20262488,80983527
101801629,351033901
36106937,143149727
139878830,208943006
61973656,4201674
27296776,257169045
46129044,150131165
110513785,160396286
19869572,55935774
75764489,397670044
50538209,89242693
128552991,269460481
137587571,269976923
22090676,129997389
120736960,318040897
130637943,59677447
66899098,192273685
24839442,339272733
101276517,178780160
93029303,273052482
103969132,120199181
15980685,161850081
49764873,186176225
128440836,213171647
64087996,396525706
84022137,384589201
103969132,292416270
103969132,247532680
103969132,258649657
45454313,299054060
87492408,194970115
24839442,352390437
103969132,280136262
103969132,171462194
87855267,274968153
89333606,284976208
130637943,376278700
113559597,86326875
141661456,28551217
44939837,116396878
137587571,116255574
135514874,205081227
52833705,116738800
105143440,140806694
97924986,201714727
91336045,229895103
103969132,358488204
135514874,386664859
699191,105902532
135514874,246326873
103969132,285152311
125093067,131240872
5683524,401843568
77622415,114232541
72809892,296004566
69288209,24019131
14217475,239211765
97094915,123631811
14217475,196547171
101861708,342382100
3564077,251602922
112548883,83909755
40297927,72427940
69918931,52529775
84270583,343235319
14043203,85404073
22090676,299236779
103969132,353811456
24839442,212379175
103969132,17850898
68845467,26925071
84270583,31839167
40297927,281236115
104661914,366907445
53616158,318703108
104661914,262764947
46129044,314166136
27296776,28352409
93183576,109251644
55908793,266594444
627349,400499276
61840976,208803411
24839442,246400470
139149641,25271595
128552991,226676096
61973656,84792842
699191,64372892
98295322,271641579
141783144,51027539
103969132,258525099
40523696,213436137
40523696,290845246
98599208,91960331
72395472,316709993
23642835,151904777
40523696,70530501
81805172,56913325
44026734,35477336
82103242,8486066
3762752,162777497
70412049,296254006
103969132,203367613
24729502,280625048
40847458,240236571
65185404,169381877
64060923,143149727
5683524,305899244
24839442,184250310
24729502,33161472
27296776,298781014
52833705,222565286
99378907,154655287
5096381,228318324
27296776,176616159
85753848,57661436
20262488,211925453
81805172,122541703
135460068,259242233
73059824,15183101
56970482,311488490
4707609,306838119
122131736,161485475
76109602,367035048
84270583,86734565
116106398,37672618
21968456,257780472
139878830,43801505
63944386,46480880
57147852,220673927
141783144,337794676
138824382,279361743
27296776,110640562
40297927,265341818
65271788,253241814
30607791,71713793
40297927,270403351
5683524,173236514
21782028,319455361
141783144,174329205
103969132,376740350
20262488,285250693
128069985,248105133
46495539,251391040
130463595,167074648
133641782,98134229
137190407,369552293
24626691,129577703
103969132,235673075
100901664,249946372
22090676,248580774
99411301,47635021
104531516,96236915
103969132,152773818
116407632,343953107
6846140,190812371
69387053,91750517
113057271,29491270
53026662,403239289
93782685,126166773
21449998,116454091
5683524,271573746
129979590,166697821
135514874,68787528
103969132,300947217
39215700,308020131
54574235,200513383
103969132,85073267
46081082,104604294
72395472,249860548
103969132,336777445
75578463,207449114
27296776,113389698
27296776,383346083
28610813,254618899
66258086,387819120
135514874,249384335
29608942,349770970
103969132,20925895
24626691,223018313
24839442,384922916
138824382,309949990
135514874,373241695
77646698,262447904
103969132,70692492
45855740,304278269
105767002,26253819
24839442,9620639
98734198,398449366
21782028,158738105
44939837,373696367
59451304,347788642
84270583,105389208
50538209,378332351
137587571,172241091
68763635,323728114
130637943,299941043
103969132,76324723
24839442,205644169
40297927,229345222
103969132,291269977
40297927,14833508
21449998,184291424
103969132,33988859
49873473,376991679
77622415,336052094
100901664,163253466
40297927,358997512
129979590,67413136
106490158,38201545
110513785,17797076
64060923,372539548
120736960,211171296
20519542,149470810
120736960,7318187
92342149,115208604
20815921,97133131
103969132,362605823
13715846,178605003
135514874,243706754
30407680,355434012
20815921,137373642
24839442,360309187
77622415,200903995
138824382,150607745
83844936,270325627
47216621,218915379
44939837,144278677
40297927,211956128
44939837,38759299
14217475,138170909
60298546,21602082
7410322,393915814
48570466,115732076
65185404,369556865
77646698,64975742
6396896,291858205
63944386,84672466
120736960,357034522
25800428,13503037
28610813,347420302
135670856,226850549
24839442,338884358
103969132,53476455
37303219,197284796
33918143,38003499
125093067,401378474
38252266,119258764
44939837,97267830
103701413,10750044
53616158,35616560
48840319,290301657
137158994,15485337
126460283,384482641
43296722,303880960
110422419,40756031
109369720,235374550
89383339,42835125
91296173,64934937
40847458,98667348
28610813,123835533
106651590,222138921
120736960,225518902
31224260,300930741
60371446,229353553
100371582,317016793
106490158,103261906
123478667,370817930
22132823,334085347
14217475,220913958
70710134,89136963
31006519,386517300
39936758,288324868
94376746,179571505
116407632,221720763
40297927,147348739
60371446,284026307
27296776,118504188
6846140,42930384
31466815,114257809
105767002,289583352
40297927,347462409
31354597,2823783
46129044,71649890
130637943,327935908
53616158,5087984
64087996,109995663
141783144,156368978
72809892,230246129
7410322,336369739
40297927,192833651
120736960,102394756
63556787,173983090
70412049,152727119
51986250,354525367
64519524,373356010
120736960,368286254
27296776,213806626
45454313,30982171
77622415,242088370
22090676,18465910
65185404,212215298
40297927,251792231
40297927,202349966
103969132,343900647
97670409,154576486
70710134,195051850
40523696,170593010
46823994,102800183
24839442,310341265
48840319,305003207
122131736,82745622
85655387,291700019
14870142,100401467
27296776,256948277
66772845,382654663
109369720,49468285
135722092,178504330
61973656,261481160
69288209,145760031
22496560,37523800
121094926,104750296
111366157,355478538
748014,76874937
49892434,33083120
27296776,165102493
20428615,98854889
52833705,196916583
39936758,87325890
138824382,322050294
121776645,242741661
89792074,267414977
108426355,124365305
99411301,387153202
44939837,18995994
40523696,68823690
28610813,101008599
101861708,16695758
1027626,7152134
57817053,53036752
94376746,124001811
120736960,380740501
77646698,403546533
21449998,219471915
124225320,10563085
60371446,135059741
24839442,25373306
84270583,171997348
131771420,107563325
110422419,212011735
41866258,316534788
105143440,369095215
103969132,382301784
37623476,112501186
50538209,158369238
52833705,183132835
69423169,195465042
134622261,223608275
72540615,92928298
53616158,314903844
103969132,346188886
53026662,46196617
91518799,387974016
46495539,20067574
40297927,244408711
99680770,301980661
40297927,157987908
5683524,13187460
46823994,359764561
44939837,276259491
94653084,57352999
121320202,36570545
116106398,390572724
99411301,399397051
27296776,325283665
22132823,157984068
28189555,317707233
130206172,127931989
31024861,276638356
72809892,46480880
120736960,391615857
4423839,350386337
46129044,21889905
65185404,195196622
4008563,128627872
50538209,307448577
138080575,398188566
70412049,219382775
94653084,355231933
90083915,376278589
41858386,74686064
98609058,284041417
33086149,242692666
5096381,280101461
39936758,278462330
45454313,55147778
109059613,49002319
6461380,15419652
60371446,393485463
40297927,182089296
35411632,390060332
25261910,156890535
82103242,55074893
40297927,52108285
103969132,131013937
70710134,33083588
96586223,193429744
51986250,95854595
14419615,21916616
99411301,272225672
75764489,154854
120736960,24834552
100371582,317177488
4606353,34253760
96882763,223807885
100371582,119016600
21449998,111102554
44939837,163484006
33918143,60967144
16847478,392919414
116106398,19519189
105143440,303480592
103969132,68194897
15980685,319030770
133338433,269675128
122162274,240800796
14870142,35689600
4423839,151661741
8322595,364851001
112548883,18859842
130637943,215720005
40847458,93013833
103969132,356550357
38252266,298823615
64296382,19003968
103969132,323371704
71159805,375473094
112618249,224331809
24839442,56156230
123478667,48710442
113559597,308296384
129862703,291302060
24839442,234757070
95868729,47453219
45454313,211631516
97670409,12925394
133629702,235244243
113559597,112820157
24839442,200734712
138824382,195478339
24839442,34223154
103969132,118879140
15057025,133841150
13715846,176349039
109369720,318304388
72395472,216198784
133641782,104007798
103969132,150732799
68218327,385070939
93782685,290702948
105767002,36517573
95868729,171297748
96586223,208969080
95103333,239188593
13715846,279483933
92342149,129489673
15350277,269983479
129403742,242025366
27296776,281586128
40297927,219354704
138824382,277765896
129403742,368558567
99411301,57929512
93398793,202684599
75578463,268595574
90782781,70520183
24839442,318059741
39215700,217764406
39936758,52052389
131404662,259850002
136877543,392839004
24729502,314301619
44939837,285739812
57817053,86505979
86176645,87556555
61973656,228612902
27296776,12241990
40297927,86448550
39215700,356085242
72809892,298790575
138824382,177749602
21367508,284555480
69288209,396671144
75578463,304131011
57147852,99881481
133338433,388209670
26936473,374030602
57147852,150709409
20262488,37101896
40297927,246245950
7494627,176939445
16471696,29188570
4606353,239595774
27296776,943078
54867992,210792180
39309813,280947243
65185404,89832600
106651590,170717575
35145947,185724893
65185404,211260414
31024861,167822567
76123992,43318816
71107115,286687972
116106398,384260077
46129044,245797107
33376456,68812945
51986250,303213699
103969132,392831057
116634436,278222910
36330239,44653302
14217475,29711418
134622261,177586504
105143440,32076477
32345386,235777059
84270583,375245526
121776645,390421063
56562475,119328984
105143440,217072192
93029303,378878990
46129044,145242115
29608942,55698517
93464833,66722357
36248161,136721027
28610813,139392786
85932424,66889262
81805172,380300533
99411301,110842790
133641782,66713031
39936758,121815725
7494627,48556422
83844936,400625953
108493335,397662400
28610813,104049546
107126294,14274849
40297927,243367096
71152040,124877818
107808763,46589158
93029303,314973510
33086149,73741872
25800428,395581969
133641782,43534727
47344550,367571270
40297927,323366251
103969132,169643930
40297927,177451211
141783144,361566381
133641782,314248251
3564077,272865091
28189555,280328504
96586223,281182271
142202623,338025853
133854282,203465892
139149641,121179482
21119761,294167986
105767002,211328200
103969132,329602030
24729502,211131606
61973656,29857043
39936758,101888081
107022033,248251214
25261910,170930876
120736960,303861049
103969132,86520406
105143440,284853980
128440836,401622870
77622415,55540237
133641782,263499820
105143440,293152644
20262488,165164755
85932424,17712290
59594572,320611822
44939837,289145255
110108245,210899769
5096381,155340650
65185404,346839808
139878830,90297817
138824382,131055106
103969132,99162681
127042682,43455541
23749054,299809379
133338433,10099501
103969132,31621374
103969132,220922897
105767002,237908618
69423169,10111133
73664736,306931036
76123992,139148282
53026662,363516077
113084604,365822773
93945234,99203557
13715846,347280099
54456627,91200981
122588387,248638388
105321705,302087906
103969132,47424154
103969132,207821300
62500763,217996686
99411301,156152028
5683524,206949002
107393031,121815725
53026662,100391703
96263195,278839541
106651590,117643498
103969132,313727762
114183097,196754738
39936758,15265247
139149641,153143736
34123658,360863933
59594572,48578570
133629702,329266938
105767002,223781269
39936758,73778247
4008563,33756342
44939837,325810183
141765235,15787823
63944386,147968985
112618249,42472345
57983419,219132155
93183576,370491402
131395085,321599479
13618452,257012250
20262488,404218699
90401388,39033418
41866258,117959473
40297927,334076370
47636434,124185992
116106398,309422120
98887618,89609750
120736960,269091113
99411301,70333324
116106398,53688706
108493335,53243944
114556011,355414594
97670409,176616159
103969132,94978601
103969132,159398938
61985804,81686588
24839442,104738559
77646698,181802251
65185404,254072463
115981262,305434770
5096381,214127093
627349,243711650
128552991,97739879
103969132,22602170
110108245,115935893
24839442,349756320
28189555,92315021
20815921,123546650
66772845,301497020
82103242,47820027
77646698,305569467
131404662,142057301
40297927,85065166
48840319,291690802
126460283,76973584
25774265,168202325
103969132,224270406
69288209,275572283
101861708,222323164
98609058,78737360
56970482,22355937
131662045,287316287
118019357,352567269
113547467,203376831
115981262,180335583
42163589,295418659
75764489,128585123
77465332,42281656
103969132,5783197
122131736,393769196
114556011,86295332
19164979,279322674
125093067,163653508
52046047,301260579
16549250,26179440
53616158,374438416
124857404,136428983
61840976,115148441
4606353,392170661
113559597,278243696
135514874,6039035
129403742,105235826
24839442,266015139
40523696,385502161
31354597,245145987
51986250,351639401
61973656,310969312
56801187,238290272
121094926,118482777
69288209,360503590
40523696,72331628
32011454,360837165
24729502,235479061
133854282,113093268
24839442,299363829
14217475,358486385
108222861,89864030
120736960,98969534
100371582,57910696
94376746,263131285
40297927,65849793
33086149,313735336
85935756,322970025
116225160,241780744
27296776,301004121
20815921,142208
120766130,307677695
24839442,281584518
65185404,63446994
130637943,265895576
40297927,194052005
110422419,189662392
130637943,385886750
51986250,197486316
103969132,353959099
46129044,205081227
25800428,51459267
84270583,383481323
84270583,211199872
83635059,138022743
4008563,114503657
101861708,27193181
40297927,156728815
82378875,124571747
27296776,342663117
101135329,167955349
19381333,247021692
65185404,268633252
123742110,14136232
61840976,295790436
33086149,4699534
31006519,389551019
30607791,326441875
44939837,243597816
45568795,262852718
77622415,116232282
112302007,389330821
132575385,28445080
40523696,311332386
130637943,62858944
40297927,333589612
44939837,92228699
14217475,100299230
87975311,27438354
627349,38658045
